Item,Estimated_Cost,Actual_Cost,Budget
Labor,9021,7225,50000
Utilities,1133,2935,50000
Marketing,5796,5283,50000
Packaging,6796,3971,50000
Marketing,7086,1662,50000
Labor,7291,9657,50000
Packaging,9699,4929,50000
Packaging,8965,7961,50000
Labor,1529,7786,50000
Logistics,3238,4942,50000
Raw Materials,7076,8969,50000
Utilities,1405,6461,50000
Marketing,5183,3860,50000
Maintenance,5702,6991,50000
Labor,6552,4411,50000
Raw Materials,5369,7948,50000
Maintenance,9252,2953,50000
Logistics,9273,8247,50000
Marketing,4779,6780,50000
Labor,4974,6820,50000
Packaging,6440,7633,50000
Logistics,8719,1028,50000
Logistics,4110,8864,50000
Utilities,5994,6923,50000
Labor,9299,7666,50000
Logistics,8906,5944,50000
Utilities,4334,5345,50000
Raw Materials,2021,4819,50000
Raw Materials,2880,4411,50000
Logistics,4006,4441,50000
Marketing,7477,8731,50000
Utilities,2215,5706,50000
Labor,1320,2293,50000
Raw Materials,2051,2058,50000
Labor,4385,1514,50000
Marketing,7161,6823,50000
Utilities,4181,8006,50000
Labor,5728,7367,50000
Maintenance,7955,9518,50000
Labor,8716,4676,50000
Transport,2538,4088,50000
Transport,7413,5856,50000
Packaging,7278,6425,50000
Marketing,3448,1920,50000
Marketing,2518,8209,50000
Marketing,6202,6206,50000
Maintenance,2742,1732,50000
Utilities,5174,5486,50000
Maintenance,2331,3435,50000
Packaging,3214,2595,50000
Labor,9876,7722,50000
Logistics,1460,6293,50000
Raw Materials,4940,4838,50000
Utilities,4664,9389,50000
Transport,3221,8680,50000
Transport,7730,1798,50000
Packaging,7697,1968,50000
Logistics,4168,6978,50000
Transport,9358,5382,50000
Packaging,7341,3933,50000
Labor,8782,6389,50000
Labor,7583,4543,50000
Marketing,1558,4906,50000
Raw Materials,4749,9492,50000
Marketing,2553,7046,50000
Labor,5609,9753,50000
Maintenance,8784,9894,50000
Marketing,6221,8354,50000
Utilities,6301,9381,50000
Labor,3461,2055,50000
Labor,3538,2954,50000
Logistics,8383,9014,50000
Logistics,6891,8152,50000
Maintenance,4590,4605,50000
Maintenance,2756,6946,50000
Maintenance,7896,1813,50000
Logistics,3731,7750,50000
Raw Materials,9172,8688,50000
Utilities,8372,2218,50000
Labor,9679,5593,50000
Maintenance,2948,2219,50000
Raw Materials,1368,3379,50000
Transport,1958,3010,50000
Utilities,9449,3296,50000
Packaging,7863,7171,50000
Packaging,8271,2239,50000
Logistics,9168,7635,50000
Transport,9670,9597,50000
Transport,5335,3532,50000
Labor,3415,2121,50000
Raw Materials,8458,7554,50000
Raw Materials,4569,9564,50000
Transport,9479,6067,50000
Utilities,5229,5241,50000
Marketing,6916,5833,50000
Transport,6950,7005,50000
Labor,5320,8963,50000
Transport,3684,4904,50000
Utilities,3031,1338,50000
Utilities,3896,3705,50000
Transport,1899,5325,50000
Raw Materials,5921,4504,50000
Transport,7046,2117,50000
Maintenance,8061,4699,50000
Maintenance,1410,7352,50000
Marketing,9565,8179,50000
Labor,5179,2482,50000
Logistics,1481,6350,50000
Labor,8510,3442,50000
Packaging,9171,8375,50000
Raw Materials,1271,7542,50000
Logistics,4535,1734,50000
Labor,5614,2980,50000
Marketing,4074,5931,50000
Maintenance,9179,5562,50000
Raw Materials,1796,2738,50000
Utilities,9166,3539,50000
Maintenance,8555,2981,50000
Marketing,3534,1707,50000
Raw Materials,2191,3126,50000
Logistics,1936,3038,50000
Transport,7097,6365,50000
Labor,1022,2784,50000
Marketing,4203,1478,50000
Raw Materials,1451,4409,50000
Maintenance,1273,9655,50000
Raw Materials,2024,3198,50000
Transport,9357,1974,50000
Marketing,7553,6638,50000
Raw Materials,9488,3904,50000
Utilities,8856,1589,50000
Marketing,9020,9587,50000
Marketing,8796,9312,50000
Maintenance,9287,4868,50000
Logistics,1570,9132,50000
Packaging,9332,3258,50000
Labor,6436,9117,50000
Packaging,7706,5837,50000
Logistics,1766,7479,50000
Utilities,2626,5672,50000
Transport,7320,8621,50000
Raw Materials,5710,4713,50000
Packaging,1653,6691,50000
Labor,9333,4452,50000
Logistics,6834,6532,50000
Maintenance,6624,1836,50000
Labor,7042,8138,50000
Marketing,3877,3126,50000
Marketing,5606,6690,50000
Transport,4525,6129,50000
Utilities,6394,7686,50000
Raw Materials,5555,3171,50000
Raw Materials,8155,6521,50000
Maintenance,1383,1709,50000
Transport,3198,9928,50000
Raw Materials,6367,7404,50000
Utilities,1570,8443,50000
Logistics,3642,7185,50000
Marketing,6221,2660,50000
Logistics,4731,6800,50000
Logistics,3988,7899,50000
Transport,7474,6005,50000
Labor,1761,4994,50000
Packaging,8402,8478,50000
Packaging,1927,3702,50000
Transport,3144,2130,50000
Logistics,2798,3336,50000
Transport,8518,3767,50000
Utilities,8597,5042,50000
Utilities,5247,7785,50000
Raw Materials,1450,7092,50000
Packaging,7391,4778,50000
Maintenance,5580,5179,50000
Maintenance,7585,5247,50000
Logistics,4885,7042,50000
Utilities,3547,3709,50000
Raw Materials,4032,9734,50000
Raw Materials,4739,8780,50000
Raw Materials,2209,3612,50000
Logistics,5022,9743,50000
Logistics,8667,7426,50000
Utilities,1984,8123,50000
Maintenance,5644,4367,50000
Raw Materials,6928,4683,50000
Utilities,7354,3348,50000
Labor,6205,4196,50000
Labor,6624,9767,50000
Marketing,7351,4363,50000
Labor,5867,8334,50000
Transport,3672,5352,50000
Marketing,8771,1893,50000
Labor,6877,5783,50000
Transport,3906,1839,50000
Labor,3051,7209,50000
Utilities,9687,9683,50000
Packaging,7522,2174,50000
Transport,5451,8996,50000
Raw Materials,5563,5210,50000
Utilities,5533,9116,50000
Packaging,5059,9532,50000
Transport,8708,1147,50000
Utilities,5796,5197,50000
Raw Materials,8155,7579,50000
Transport,5141,9591,50000
Transport,5704,6855,50000
Packaging,5144,2291,50000
Utilities,3167,9769,50000
Labor,4145,4131,50000
Transport,8274,8237,50000
Labor,6651,9924,50000
Transport,2362,2491,50000
Maintenance,1458,9540,50000
Marketing,5785,1307,50000
Labor,4701,7911,50000
Labor,8054,9354,50000
Packaging,4742,3970,50000
Raw Materials,4127,9448,50000
Maintenance,3042,3198,50000
Raw Materials,1239,6553,50000
Maintenance,5933,2290,50000
Maintenance,5763,7760,50000
Logistics,4663,1600,50000
Utilities,8712,2350,50000
Utilities,2000,9579,50000
Utilities,2455,1901,50000
Transport,6621,8663,50000
Packaging,6694,3529,50000
Raw Materials,5700,4697,50000
Marketing,5295,3081,50000
Maintenance,8786,7149,50000
Maintenance,6366,7077,50000
Packaging,2907,8241,50000
Labor,4588,8717,50000
Transport,8983,5150,50000
Marketing,9656,4872,50000
Utilities,2257,8979,50000
Maintenance,3207,1559,50000
Labor,9971,9364,50000
Raw Materials,8267,1450,50000
Maintenance,1555,7323,50000
Labor,9160,2868,50000
Raw Materials,7825,5832,50000
Transport,4092,5604,50000
Utilities,2273,2205,50000
Packaging,2212,9072,50000
Raw Materials,9985,4761,50000
Maintenance,3719,9046,50000
Logistics,7659,4008,50000
Logistics,2062,7903,50000
Marketing,8163,8656,50000
Raw Materials,1700,6265,50000
Marketing,7489,7788,50000
Marketing,9494,5883,50000
Raw Materials,6249,3554,50000
Packaging,7611,5434,50000
Packaging,7977,1705,50000
Logistics,9367,8427,50000
Transport,7337,7682,50000
Packaging,3991,5551,50000
Raw Materials,4857,2140,50000
Logistics,6871,8013,50000
Packaging,3691,2063,50000
Labor,5176,4638,50000
Utilities,5502,9041,50000
Marketing,2204,8609,50000
Utilities,2292,3826,50000
Logistics,2593,3503,50000
Maintenance,3238,8880,50000
Marketing,1553,2576,50000
Logistics,7499,7719,50000
Maintenance,4933,6863,50000
Labor,4173,4662,50000
Labor,8119,5786,50000
Utilities,9864,1073,50000
Labor,3414,1761,50000
Logistics,6831,3094,50000
Logistics,6504,4781,50000
Raw Materials,2689,9165,50000
Marketing,9143,4841,50000
Maintenance,4952,5856,50000
Packaging,7182,5248,50000
Utilities,2133,3989,50000
Utilities,5281,8946,50000
Labor,7102,9197,50000
Labor,2344,8729,50000
Logistics,2980,2220,50000
Maintenance,9252,2611,50000
Marketing,9040,2620,50000
Marketing,4413,3798,50000
Logistics,2891,6063,50000
Utilities,6248,8485,50000
Maintenance,8742,4768,50000
Utilities,4356,5880,50000
Logistics,2938,9981,50000
Packaging,8722,8728,50000
Transport,8423,1197,50000
Marketing,6142,6011,50000
Maintenance,1768,6529,50000
Packaging,2084,8791,50000
Maintenance,9398,2470,50000
Utilities,5888,5325,50000
Labor,8299,9317,50000
Logistics,5972,8954,50000
Maintenance,1758,4143,50000
Utilities,6257,1823,50000
Raw Materials,7465,1731,50000
Labor,8052,9027,50000
Labor,2626,3986,50000
Marketing,6096,4027,50000
Transport,1125,2527,50000
Marketing,8408,1306,50000
Raw Materials,7281,9345,50000
Utilities,4317,8983,50000
Logistics,6357,8327,50000
Labor,6422,5245,50000
Labor,3568,5658,50000
Packaging,2069,1000,50000
Maintenance,4195,1874,50000
Logistics,8235,6290,50000
Transport,6443,9214,50000
Transport,1643,7025,50000
Maintenance,8528,2468,50000
Logistics,1748,3723,50000
Raw Materials,4796,3335,50000
Transport,6000,1722,50000
Labor,2773,5342,50000
Raw Materials,8577,5525,50000
Marketing,5919,8312,50000
Logistics,3748,1819,50000
Marketing,1520,4505,50000
Raw Materials,5489,5905,50000
Labor,5191,4185,50000
Packaging,9276,9215,50000
Marketing,2059,1389,50000
Utilities,1415,4154,50000
Labor,7087,3674,50000
Maintenance,5316,8660,50000
Transport,4901,3674,50000
Packaging,2342,9351,50000
Packaging,3492,9856,50000
Raw Materials,5414,9255,50000
Transport,5611,1735,50000
Maintenance,2079,9707,50000
Marketing,9761,2430,50000
Packaging,5857,9891,50000
Utilities,9500,4508,50000
Labor,5113,1016,50000
Logistics,3872,4910,50000
Packaging,5947,9442,50000
Packaging,9345,5711,50000
Labor,9301,2485,50000
Maintenance,9529,7473,50000
Raw Materials,7060,6435,50000
Packaging,1506,2901,50000
Packaging,4065,4536,50000
Transport,9163,1295,50000
Logistics,4217,5400,50000
Utilities,5894,1823,50000
Marketing,1988,4849,50000
Raw Materials,6368,8545,50000
Logistics,8744,5906,50000
Utilities,9676,5115,50000
Utilities,1173,9911,50000
Maintenance,8055,6520,50000
Logistics,2462,8159,50000
Maintenance,8644,3097,50000
Labor,1784,6211,50000
Marketing,6657,4912,50000
Raw Materials,6237,5271,50000
Labor,6476,5512,50000
Packaging,9439,3850,50000
Marketing,2630,6781,50000
Transport,1725,8062,50000
Transport,8149,8213,50000
Labor,8298,5323,50000
Raw Materials,4483,1886,50000
Marketing,3691,7158,50000
Transport,8079,6063,50000
Transport,5152,3363,50000
Raw Materials,5526,3668,50000
Logistics,3511,5364,50000
Labor,5257,7448,50000
Maintenance,2964,4126,50000
Packaging,3079,2139,50000
Utilities,6101,7328,50000
Packaging,9330,8725,50000
Marketing,4027,9759,50000
Transport,9389,2644,50000
Utilities,2444,7417,50000
Utilities,7275,2155,50000
Maintenance,5633,3208,50000
Utilities,7215,6549,50000
Raw Materials,5018,3497,50000
Labor,9494,5947,50000
Marketing,8584,1535,50000
Raw Materials,3026,4632,50000
Labor,8375,8316,50000
Raw Materials,5310,9378,50000
Transport,6235,7708,50000
Transport,9335,9695,50000
Maintenance,8479,3646,50000
Raw Materials,4619,1732,50000
Packaging,7379,3758,50000
Utilities,2887,4460,50000
Transport,7991,3284,50000
Logistics,7839,3259,50000
Labor,3012,3759,50000
Logistics,2327,9791,50000
Logistics,6612,9287,50000
Maintenance,3830,6051,50000
Logistics,7030,7767,50000
Logistics,7292,8302,50000
Logistics,7612,5524,50000
Utilities,9326,4483,50000
Marketing,5915,3093,50000
Raw Materials,5114,9892,50000
Packaging,3645,5975,50000
Logistics,5236,7863,50000
Logistics,1034,4873,50000
Transport,8810,9586,50000
Packaging,8534,7656,50000
Utilities,5751,8967,50000
Labor,5751,7358,50000
Raw Materials,4777,2603,50000
Packaging,9016,4411,50000
Labor,4749,6941,50000
Maintenance,4029,4268,50000
Transport,5529,2822,50000
Transport,3262,8555,50000
Maintenance,1363,5742,50000
Labor,3514,8183,50000
Packaging,1824,3395,50000
Raw Materials,7379,3417,50000
Labor,2146,5364,50000
Raw Materials,1597,9939,50000
Utilities,8245,7844,50000
Logistics,9795,6843,50000
Maintenance,4685,1759,50000
Marketing,6456,8363,50000
Raw Materials,3120,4157,50000
Transport,7973,6819,50000
Logistics,8693,8805,50000
Utilities,1233,8867,50000
Transport,2300,9279,50000
Utilities,3466,4428,50000
Transport,3000,5526,50000
Labor,9614,8377,50000
Packaging,3072,6192,50000
Labor,2451,5928,50000
Labor,6306,7057,50000
Packaging,5003,3835,50000
Utilities,7255,3546,50000
Utilities,5736,8931,50000
Packaging,1529,8818,50000
Transport,1931,8425,50000
Raw Materials,8813,5322,50000
Utilities,4786,1777,50000
Transport,6035,4413,50000
Raw Materials,4101,3410,50000
Packaging,2465,5325,50000
Labor,4510,2158,50000
Utilities,7307,5388,50000
Marketing,5430,8948,50000
Labor,1589,7620,50000
Maintenance,6462,3933,50000
Raw Materials,8952,1905,50000
Marketing,3330,5004,50000
Labor,4469,1771,50000
Logistics,1170,5497,50000
Utilities,5298,5182,50000
Marketing,6760,9043,50000
Transport,5375,3508,50000
Raw Materials,1403,1899,50000
Maintenance,4527,5325,50000
Transport,3065,6064,50000
Logistics,8669,7302,50000
Marketing,2902,2969,50000
Labor,5690,2359,50000
Raw Materials,6516,5456,50000
Utilities,5584,3301,50000
Maintenance,7331,3753,50000
Labor,6273,7655,50000
Maintenance,1123,1291,50000
Utilities,8476,4910,50000
Packaging,9798,2422,50000
Raw Materials,3921,3376,50000
Marketing,3151,7528,50000
Maintenance,3713,8895,50000
Raw Materials,8923,8049,50000
Maintenance,2715,8206,50000
Labor,4459,3543,50000
Maintenance,7894,7173,50000
Packaging,2889,9359,50000
Labor,5656,9096,50000
Labor,2895,9070,50000
Raw Materials,3927,3437,50000
Transport,3693,7523,50000
Utilities,6252,8603,50000
Maintenance,5241,4092,50000
Marketing,6250,1878,50000
Logistics,3561,9538,50000
Labor,2826,5386,50000
Transport,4506,2659,50000
Labor,5931,4471,50000
Transport,8202,2566,50000
Transport,3475,4813,50000
Marketing,7477,6649,50000
Transport,6417,7776,50000
Marketing,4184,4209,50000
Raw Materials,5721,6650,50000
Labor,5152,3857,50000
Marketing,4244,3781,50000
Utilities,1693,2320,50000
Packaging,4073,6821,50000
Labor,7599,5459,50000
Packaging,4540,3257,50000
Utilities,2619,7603,50000
Maintenance,4914,9970,50000
Utilities,4873,3689,50000
Raw Materials,1564,5187,50000
Maintenance,9687,6585,50000
Maintenance,9992,7988,50000
Transport,1640,8019,50000
Utilities,1162,6143,50000
Logistics,5346,8756,50000
Transport,8704,3260,50000
Utilities,9835,7246,50000
Maintenance,5424,3561,50000
Logistics,5464,8305,50000
Transport,4708,7865,50000
Packaging,7749,3738,50000
Labor,1137,5847,50000
Logistics,8106,6448,50000
Utilities,8242,5683,50000
Utilities,5251,4063,50000
Transport,2058,3164,50000
Utilities,5614,9556,50000
Maintenance,5277,1706,50000
Transport,9361,1093,50000
Transport,6413,7414,50000
Logistics,6842,9674,50000
Marketing,4903,8483,50000
Packaging,8224,1042,50000
Packaging,4051,3663,50000
Marketing,4666,6929,50000
Logistics,3760,2908,50000
Maintenance,4835,2592,50000
Labor,2360,9416,50000
Utilities,9614,1140,50000
Logistics,4973,1365,50000
Raw Materials,3829,8206,50000
Utilities,1145,5532,50000
Raw Materials,3373,9048,50000
Logistics,1229,2102,50000
Packaging,6388,7074,50000
Maintenance,5680,5900,50000
Labor,9049,1266,50000
Labor,3665,1203,50000
Labor,4593,9591,50000
Marketing,3829,8376,50000
Maintenance,4336,9377,50000
Raw Materials,8816,9879,50000
Labor,2241,2845,50000
Maintenance,6048,2682,50000
Utilities,4295,4391,50000
Raw Materials,4362,1577,50000
Packaging,2388,6030,50000
Marketing,9297,7848,50000
Transport,6752,2961,50000
Logistics,2821,4542,50000
Logistics,9476,9971,50000
Raw Materials,1595,9542,50000
Packaging,7655,3088,50000
Packaging,9743,3615,50000
Packaging,8877,9397,50000
Utilities,6784,9228,50000
Raw Materials,7884,7507,50000
Raw Materials,7049,4790,50000
Transport,4605,9639,50000
Labor,8287,3646,50000
Utilities,1695,4586,50000
Packaging,4044,7812,50000
Transport,2946,6645,50000
Raw Materials,3722,9779,50000
Utilities,2806,5869,50000
Marketing,9141,2400,50000
Raw Materials,9301,6988,50000
Marketing,9983,9229,50000
Maintenance,9125,7805,50000
Marketing,3639,5390,50000
Raw Materials,4883,2555,50000
Transport,4725,9794,50000
Raw Materials,9264,5201,50000
Raw Materials,5973,9905,50000
Maintenance,3764,9019,50000
Packaging,4989,6834,50000
Labor,1591,9768,50000
Raw Materials,9216,8384,50000
Maintenance,7320,4147,50000
Transport,6398,3441,50000
Maintenance,6339,3640,50000
Logistics,4899,5549,50000
Maintenance,7837,5305,50000
Marketing,8320,7796,50000
Labor,2876,8095,50000
Labor,8670,8070,50000
Utilities,1158,1383,50000
Packaging,1733,6442,50000
Transport,5454,7052,50000
Utilities,3028,4806,50000
Packaging,7843,4676,50000
Packaging,1764,4769,50000
Maintenance,1191,1566,50000
Transport,9435,9789,50000
Packaging,8137,9823,50000
Transport,2100,4108,50000
Labor,9924,7664,50000
Labor,5052,3423,50000
Labor,9972,8946,50000
Raw Materials,1793,6163,50000
Maintenance,6098,7522,50000
Logistics,9282,1159,50000
Transport,7711,9028,50000
Maintenance,2641,3217,50000
Packaging,4358,4738,50000
Transport,4856,5652,50000
Transport,9627,6257,50000
Utilities,2916,8784,50000
Transport,1046,1458,50000
Transport,9182,7701,50000
Marketing,3354,9195,50000
Logistics,1113,1727,50000
Marketing,2081,9834,50000
Utilities,5139,6302,50000
Raw Materials,8150,6165,50000
Labor,9585,3121,50000
Packaging,2589,1457,50000
Packaging,8713,4532,50000
Logistics,5855,9250,50000
Transport,7030,4902,50000
Maintenance,2525,6986,50000
Packaging,7567,9218,50000
Marketing,5595,9441,50000
Labor,8445,8892,50000
Raw Materials,6599,5692,50000
Labor,5310,1251,50000
Transport,9935,2131,50000
Logistics,3165,3887,50000
Labor,7704,3069,50000
Transport,6569,6977,50000
Utilities,6778,8149,50000
Marketing,4811,4783,50000
Marketing,4469,3769,50000
Transport,1262,1121,50000
Maintenance,5431,3662,50000
Marketing,4801,8741,50000
Logistics,1983,3129,50000
Maintenance,8671,1068,50000
Transport,2559,5455,50000
Utilities,3702,5785,50000
Transport,6686,1558,50000
Utilities,8521,6837,50000
Packaging,5497,9895,50000
Marketing,6802,3389,50000
Logistics,7628,4759,50000
Maintenance,9581,3297,50000
Logistics,5268,8491,50000
Transport,5048,9760,50000
Packaging,1506,4073,50000
Marketing,7287,7682,50000
Logistics,1246,4432,50000
Packaging,7684,2170,50000
Utilities,8552,9842,50000
Transport,3714,3889,50000
Packaging,7755,2832,50000
Logistics,3639,4258,50000
Packaging,7684,1532,50000
Utilities,5157,7797,50000
Labor,2918,8334,50000
Logistics,6921,4183,50000
Utilities,1943,2213,50000
Labor,9308,4977,50000
Marketing,3557,1933,50000
Transport,7698,9896,50000
Packaging,1988,3777,50000
Marketing,8936,6795,50000
Raw Materials,7693,5620,50000
Utilities,9155,9804,50000
Marketing,5279,1758,50000
Marketing,4567,5828,50000
Packaging,8160,3202,50000
Labor,4113,5439,50000
Utilities,9707,8316,50000
Labor,5214,6909,50000
Transport,4148,3150,50000
Marketing,5887,6022,50000
Utilities,3886,7994,50000
Marketing,8290,8921,50000
Transport,3481,6801,50000
Maintenance,3010,5570,50000
Transport,2425,8841,50000
Labor,8517,7374,50000
Labor,1667,4738,50000
Logistics,6532,4011,50000
Marketing,7472,3523,50000
Labor,1102,5017,50000
Utilities,6460,3324,50000
Transport,4685,6776,50000
Marketing,6164,6419,50000
Transport,7488,9001,50000
Transport,1048,3265,50000
Marketing,5947,7619,50000
Packaging,9659,2492,50000
Maintenance,9238,7383,50000
Logistics,5719,6369,50000
Packaging,4827,8316,50000
Labor,2293,2541,50000
Raw Materials,7100,7687,50000
Logistics,7908,9641,50000
Packaging,2316,9854,50000
Raw Materials,8750,8055,50000
Raw Materials,1498,4073,50000
Labor,1486,9897,50000
Maintenance,8579,7828,50000
Transport,5474,8284,50000
Marketing,9966,9437,50000
Maintenance,6740,1179,50000
Raw Materials,1888,2900,50000
Logistics,5787,7327,50000
